🙅🏻‍♀️	woman gesturing no: light skin tone	gesturing|light|no|skin|tone|woman
🙅🏼‍♀️	woman gesturing no: medium-light skin tone	gesturing|light|medium|no|skin|tone|woman
🙅🏽‍♀️	woman gesturing no: medium skin tone	gesturing|medium|no|skin|tone|woman
🙅🏾‍♀️	woman gesturing no: medium-dark skin tone	dark|gesturing|medium|no|skin|tone|woman
🙅🏿‍♀️	woman gesturing no: dark skin tone	dark|gesturing|no|skin|tone|woman
🙆	person gesturing ok	exercise|gesture|gesturing|hand|ok|omg|person|person gesturing ok
🙆🏻	person gesturing ok: light skin tone	exercise|gesture|gesturing|hand|light|light skin tone|ok|omg|person|person gesturing ok: light skin tone|skin|tone
🙆🏼	person gesturing ok: medium-light skin tone	exercise|gesture|gesturing|hand|light|medium|medium-light skin tone|ok|omg|person|person gesturing ok: medium-light skin tone|skin|tone
🙆🏽	person gesturing ok: medium skin tone	exercise|gesture|gesturing|hand|medium|medium skin tone|ok|omg|person|person gesturing ok: medium skin tone|skin|tone
🙆🏾	person gesturing ok: medium-dark skin tone	dark|exercise|gesture|gesturing|hand|medium|medium-dark skin tone|ok|omg|person|person gesturing ok: medium-dark skin tone|skin|tone
🙆🏿	person gesturing ok: dark skin tone	dark|dark skin tone|exercise|gesture|gesturing|hand|ok|omg|person|person gesturing ok: dark skin tone|skin|tone
🙆‍♂️	man gesturing ok	gesturing|man|ok
🙆🏻‍♂️	man gesturing ok: light skin tone	gesturing|light|man|ok|skin|tone
🙆🏼‍♂️	man gesturing ok: medium-light skin tone	gesturing|light|man|medium|ok|skin|tone
🙆🏽‍♂️	man gesturing ok: medium skin tone	gesturing|man|medium|ok|skin|tone
🙆🏾‍♂️	man gesturing ok: medium-dark skin tone	dark|gesturing|man|medium|ok|skin|tone
🙆🏿‍♂️	man gesturing ok: dark skin tone	dark|gesturing|man|ok|skin|tone
🙆‍♀️	woman gesturing ok	gesturing|ok|woman
🙆🏻‍♀️	woman gesturing ok: light skin tone	gesturing|light|ok|skin|tone|woman
🙆🏼‍♀️	woman gesturing ok: medium-light skin tone	gesturing|light|medium|ok|skin|tone|woman
🙆🏽‍♀️	woman gesturing ok: medium skin tone	gesturing|medium|ok|skin|tone|woman
🙆🏾‍♀️	woman gesturing ok: medium-dark skin tone	dark|gesturing|medium|ok|skin|tone|woman
🙆🏿‍♀️	woman gesturing ok: dark skin tone	dark|gesturing|ok|skin|tone|woman
💁	person tipping hand	fetch|flick|flip|gossip|hand|person|person tipping hand|sarcasm|sarcastic|sassy|seriously|tipping|whatever
💁🏻	person tipping hand: light skin tone	fetch|flick|flip|gossip|hand|light|light skin tone|person|person tipping hand: light skin tone|sarcasm|sarcastic|sassy|seriously|skin|tipping|tone|whatever
💁🏼	person tipping hand: medium-light skin tone	fetch|flick|flip|gossip|hand|light|medium|medium-light skin tone|person|person tipping hand: medium-light skin tone|sarcasm|sarcastic|sassy|seriously|skin|tipping|tone|whatever
💁🏽	person tipping hand: medium skin tone	fetch|flick|flip|gossip|hand|medium|medium skin tone|person|person tipping hand: medium skin tone|sarcasm|sarcastic|sassy|seriously|skin|tipping|tone|whatever
💁🏾	person tipping hand: medium-dark skin tone	dark|fetch|flick|flip|gossip|hand|medium|medium-dark skin tone|person|person tipping hand: medium-dark skin tone|sarcasm|sarcastic|sassy|seriously|skin|tipping|tone|whatever
💁🏿	person tipping hand: dark skin tone	dark|dark skin tone|fetch|flick|flip|gossip|hand|person|person tipping hand: dark skin tone|sarcasm|sarcastic|sassy|seriously|skin|tipping|tone|whatever
💁‍♂️	man tipping hand	hand|man|tipping
💁🏻‍♂️	man tipping hand: light skin tone	hand|light|man|skin|tipping|tone
💁🏼‍♂️	man tipping hand: medium-light skin tone	hand|light|man|medium|skin|tipping|tone
💁🏽‍♂️	man tipping hand: medium skin tone	hand|man|medium|skin|tipping|tone
💁🏾‍♂️	man tipping hand: medium-dark skin tone	dark|hand|man|medium|skin|tipping|tone
💁🏿‍♂️	man tipping hand: dark skin tone	dark|hand|man|skin|tipping|tone
💁‍♀️	woman tipping hand	hand|tipping|woman
💁🏻‍♀️	woman tipping hand: light skin tone	hand|light|skin|tipping|tone|woman
💁🏼‍♀️	woman tipping hand: medium-light skin tone	hand|light|medium|skin|tipping|tone|woman
💁🏽‍♀️	woman tipping hand: medium skin tone	hand|medium|skin|tipping|tone|woman
💁🏾‍♀️	woman tipping hand: medium-dark skin tone	dark|hand|medium|skin|tipping|tone|woman
💁🏿‍♀️	woman tipping hand: dark skin tone	dark|hand|skin|tipping|tone|woman
🙋	person raising hand	gesture|hand|here|know|me|person|person raising hand|pick|question|raise|raising
🙋🏻	person raising hand: light skin tone	gesture|hand|here|know|light|light skin tone|me|person|person raising hand: light skin tone|pick|question|raise|raising|skin|tone
🙋🏼	person raising hand: medium-light skin tone	gesture|hand|here|know|light|me|medium|medium-light skin tone|person|person raising hand: medium-light skin tone|pick|question|raise|raising|skin|tone
🙋🏽	person raising hand: medium skin tone	gesture|hand|here|know|me|medium|medium skin tone|person|person raising hand: medium skin tone|pick|question|raise|raising|skin|tone
🙋🏾	person raising hand: medium-dark skin tone	dark|gesture|hand|here|know|me|medium|medium-dark skin tone|person|person raising hand: medium-dark skin tone|pick|question|raise|raising|skin|tone
🙋🏿	person raising hand: dark skin tone	dark|dark skin tone|gesture|hand|here|know|me|person|person raising hand: dark skin tone|pick|question|raise|raising|skin|tone
🙋‍♂️	man raising hand	hand|man|raising
🙋🏻‍♂️	man raising hand: light skin tone	hand|light|man|raising|skin|tone
🙋🏼‍♂️	man raising hand: medium-light skin tone	hand|light|man|medium|raising|skin|tone
🙋🏽‍♂️	man raising hand: medium skin tone	hand|man|medium|raising|skin|tone
🙋🏾‍♂️	man raising hand: medium-dark skin tone	dark|hand|man|medium|raising|skin|tone
🙋🏿‍♂️	man raising hand: dark skin tone	dark|hand|man|raising|skin|tone
🙋‍♀️	woman raising hand	hand|raising|woman
🙋🏻‍♀️	woman raising hand: light skin tone	hand|light|raising|skin|tone|woman
🙋🏼‍♀️	woman raising hand: medium-light skin tone	hand|light|medium|raising|skin|tone|woman
🙋🏽‍♀️	woman raising hand: medium skin tone	hand|medium|raising|skin|tone|woman
🙋🏾‍♀️	woman raising hand: medium-dark skin tone	dark|hand|medium|raising|skin|tone|woman
🙋🏿‍♀️	woman raising hand: dark skin tone	dark|hand|raising|skin|tone|woman
🧏	deaf person	accessibility|deaf|deaf person|ear|gesture|hear|person
🧏🏻	deaf person: light skin tone	accessibility|deaf|deaf person: light skin tone|ear|gesture|hear|light|light skin tone|person|skin|tone
🧏🏼	deaf person: medium-light skin tone	accessibility|deaf|deaf person: medium-light skin tone|ear|gesture|hear|light|medium|medium-light skin tone|person|skin|tone
🧏🏽	deaf person: medium skin tone	accessibility|deaf|deaf person: medium skin tone|ear|gesture|hear|medium|medium skin tone|person|skin|tone
🧏🏾	deaf person: medium-dark skin tone	accessibility|dark|deaf|deaf person: medium-dark skin tone|ear|gesture|hear|medium|medium-dark skin tone|person|skin|tone
🧏🏿	deaf person: dark skin tone	accessibility|dark|dark skin tone|deaf|deaf person: dark skin tone|ear|gesture|hear|person|skin|tone
🧏‍♂️	deaf man	deaf|man
🧏🏻‍♂️	deaf man: light skin tone	deaf|light|man|skin|tone
🧏🏼‍♂️	deaf man: medium-light skin tone	deaf|light|man|medium|skin|tone
🧏🏽‍♂️	deaf man: medium skin tone	deaf|man|medium|skin|tone
🧏🏾‍♂️	deaf man: medium-dark skin tone	dark|deaf|man|medium|skin|tone
🧏🏿‍♂️	deaf man: dark skin tone	dark|deaf|man|skin|tone
🧏‍♀️	deaf woman	deaf|woman
🧏🏻‍♀️	deaf woman: light skin tone	deaf|light|skin|tone|woman
🧏🏼‍♀️	deaf woman: medium-light skin tone	deaf|light|medium|skin|tone|woman
🧏🏽‍♀️	deaf woman: medium skin tone	deaf|medium|skin|tone|woman
🧏🏾‍♀️	deaf woman: medium-dark skin tone	dark|deaf|medium|skin|tone|woman
🧏🏿‍♀️	deaf woman: dark skin tone	dark|deaf|skin|tone|woman
🙇	person bowing	apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|person|person bowing|pity|regret|sorry
🙇🏻	person bowing: light skin tone	apology|ask|beg|bow|bowing|favor|forgive|gesture|light|light skin tone|meditate|meditation|person|person bowing: light skin tone|pity|regret|skin|sorry|tone
🙇🏼	person bowing: medium-light skin tone	apology|ask|beg|bow|bowing|favor|forgive|gesture|light|meditate|meditation|medium|medium-light skin tone|person|person bowing: medium-light skin tone|pity|regret|skin|sorry|tone
🙇🏽	person bowing: medium skin tone	apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|medium|medium skin tone|person|person bowing: medium skin tone|pity|regret|skin|sorry|tone
🙇🏾	person bowing: medium-dark skin tone	apology|ask|beg|bow|bowing|dark|favor|forgive|gesture|meditate|meditation|medium|medium-dark skin tone|person|person bowing: medium-dark skin tone|pity|regret|skin|sorry|tone
🙇🏿	person bowing: dark skin tone	apology|ask|beg|bow|bowing|dark|dark skin tone|favor|forgive|gesture|meditate|meditation|person|person bowing: dark skin tone|pity|regret|skin|sorry|tone
🙇‍♂️	man bowing	bowing|man
🙇🏻‍♂️	man bowing: light skin tone	bowing|light|man|skin|tone
🙇🏼‍♂️	man bowing: medium-light skin tone	bowing|light|man|medium|skin|tone
🙇🏽‍♂️	man bowing: medium skin tone	bowing|man|medium|skin|tone
🙇🏾‍♂️	man bowing: medium-dark skin tone	bowing|dark|man|medium|skin|tone
🙇🏿‍♂️	man bowing: dark skin tone	bowing|dark|man|skin|tone
🙇‍♀️	woman bowing	bowing|woman
🙇🏻‍♀️	woman bowing: light skin tone	bowing|light|skin|tone|woman
🙇🏼‍♀️	woman bowing: medium-light skin tone	bowing|light|medium|skin|tone|woman
🙇🏽‍♀️	woman bowing: medium skin tone	bowing|medium|skin|tone|woman
🙇🏾‍♀️	woman bowing: medium-dark skin tone	bowing|dark|medium|skin|tone|woman
🙇🏿‍♀️	woman bowing: dark skin tone	bowing|dark|skin|tone|woman
🤦	person facepalming	again|bewilder|disbelief|exasperation|facepalm|facepalming|no|not|oh|omg|person|person facepalming|shock|smh
🤦🏻	person facepalming: light skin tone	again|bewilder|disbelief|exasperation|facepalm|facepalming|light|light skin tone|no|not|oh|omg|person|person facepalming: light skin tone|shock|skin|smh|tone
🤦🏼	person facepalming: medium-light skin tone	again|bewilder|disbelief|exasperation|facepalm|facepalming|light|medium|medium-light skin tone|no|not|oh|omg|person|person facepalming: medium-light skin tone|shock|skin|smh|tone
🤦🏽	person facepalming: medium skin tone	again|bewilder|disbelief|exasperation|facepalm|facepalming|medium|medium skin tone|no|not|oh|omg|person|person facepalming: medium skin tone|shock|skin|smh|tone
🤦🏾	person facepalming: medium-dark skin tone	again|bewilder|dark|disbelief|exasperation|facepalm|facepalming|medium|medium-dark skin tone|no|not|oh|omg|person|person facepalming: medium-dark skin tone|shock|skin|smh|tone
🤦🏿	person facepalming: dark skin tone	again|bewilder|dark|dark skin tone|disbelief|exasperation|facepalm|facepalming|no|not|oh|omg|person|person facepalming: dark skin tone|shock|skin|smh|tone
🤦‍♂️	man facepalming	facepalming|man
🤦🏻‍♂️	man facepalming: light skin tone	facepalming|light|man|skin|tone
🤦🏼‍♂️	man facepalming: medium-light skin tone	facepalming|light|man|medium|skin|tone
🤦🏽‍♂️	man facepalming: medium skin tone	facepalming|man|medium|skin|tone
🤦🏾‍♂️	man facepalming: medium-dark skin tone	dark|facepalming|man|medium|skin|tone
🤦🏿‍♂️	man facepalming: dark skin tone	dark|facepalming|man|skin|tone
🤦‍♀️	woman facepalming	facepalming|woman
🤦🏻‍♀️	woman facepalming: light skin tone	facepalming|light|skin|tone|woman
🤦🏼‍♀️	woman facepalming: medium-light skin tone	facepalming|light|medium|skin|tone|woman
🤦🏽‍♀️	woman facepalming: medium skin tone	facepalming|medium|skin|tone|woman
🤦🏾‍♀️	woman facepalming: medium-dark skin tone	dark|facepalming|medium|skin|tone|woman
🤦🏿‍♀️	woman facepalming: dark skin tone	dark|facepalming|skin|tone|woman
🤷	person shrugging	doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|person|person shrugging|shrug|shrugging|whatever|who
🤷🏻	person shrugging: light skin tone	doubt|dunno|guess|idk|ignorance|indifference|knows|light|light skin tone|maybe|person|person shrugging: light skin tone|shrug|shrugging|skin|tone|whatever|who
🤷🏼	person shrugging: medium-light skin tone	doubt|dunno|guess|idk|ignorance|indifference|knows|light|maybe|medium|medium-light skin tone|person|person shrugging: medium-light skin tone|shrug|shrugging|skin|tone|whatever|who
🤷🏽	person shrugging: medium skin tone	doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|medium|medium skin tone|person|person shrugging: medium skin tone|shrug|shrugging|skin|tone|whatever|who
🤷🏾	person shrugging: medium-dark skin tone	dark|doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|medium|medium-dark skin tone|person|person shrugging: medium-dark skin tone|shrug|shrugging|skin|tone|whatever|who
🤷🏿	person shrugging: dark skin tone	dark|dark skin tone|doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|person|person shrugging: dark skin tone|shrug|shrugging|skin|tone|whatever|who
🤷‍♂️	man shrugging	man|shrugging
🤷🏻‍♂️	man shrugging: light skin tone	light|man|shrugging|skin|tone
🤷🏼‍♂️	man shrugging: medium-light skin tone	light|man|medium|shrugging|skin|tone
🤷🏽‍♂️	man shrugging: medium skin tone	man|medium|shrugging|skin|tone
🤷🏾‍♂️	man shrugging: medium-dark skin tone	dark|man|medium|shrugging|skin|tone
🤷🏿‍♂️	man shrugging: dark skin tone	dark|man|shrugging|skin|tone
🤷‍♀️	woman shrugging	shrugging|woman
🤷🏻‍♀️	woman shrugging: light skin tone	light|shrugging|skin|tone|woman
🤷🏼‍♀️	woman shrugging: medium-light skin tone	light|medium|shrugging|skin|tone|woman
🤷🏽‍♀️	woman shrugging: medium skin tone	medium|shrugging|skin|tone|woman
🤷🏾‍♀️	woman shrugging: medium-dark skin tone	dark|medium|shrugging|skin|tone|woman
🤷🏿‍♀️	woman shrugging: dark skin tone	dark|shrugging|skin|tone|woman
🧑‍⚕️	health worker	health|worker
🧑🏻‍⚕️	health worker: light skin tone	health|light|skin|tone|worker
🧑🏼‍⚕️	health worker: medium-light skin tone	health|light|medium|skin|tone|worker
🧑🏽‍⚕️	health worker: medium skin tone	health|medium|skin|tone|worker
🧑🏾‍⚕️	health worker: medium-dark skin tone	dark|health|medium|skin|tone|worker
🧑🏿‍⚕️	health worker: dark skin tone	dark|health|skin|tone|worker
👨‍⚕️	man health worker	health|man|worker
👨🏻‍⚕️	man health worker: light skin tone	health|light|man|skin|tone|worker
👨🏼‍⚕️	man health worker: medium-light skin tone	health|light|man|medium|skin|tone|worker
👨🏽‍⚕️	man health worker: medium skin tone	health|man|medium|skin|tone|worker
👨🏾‍⚕️	man health worker: medium-dark skin tone	dark|health|man|medium|skin|tone|worker
👨🏿‍⚕️	man health worker: dark skin tone	dark|health|man|skin|tone|worker
👩‍⚕️	woman health worker	health|woman|worker
👩🏻‍⚕️	woman health worker: light skin tone	health|light|skin|tone|woman|worker
👩🏼‍⚕️	woman health worker: medium-light skin tone	health|light|medium|skin|tone|woman|worker
👩🏽‍⚕️	woman health worker: medium skin tone	health|medium|skin|tone|woman|worker
👩🏾‍⚕️	woman health worker: medium-dark skin tone	dark|health|medium|skin|tone|woman|worker
👩🏿‍⚕️	woman health worker: dark skin tone	dark|health|skin|tone|woman|worker
🧑‍🎓	student	graduate|student
🧑🏻‍🎓	student: light skin tone	graduate|light|light skin tone|skin|student|student: light skin tone|tone
🧑🏼‍🎓	student: medium-light skin tone	graduate|light|medium|medium-light skin tone|skin|student|student: medium-light skin tone|tone
🧑🏽‍🎓	student: medium skin tone	graduate|medium|medium skin tone|skin|student|student: medium skin tone|tone
🧑🏾‍🎓	student: medium-dark skin tone	dark|graduate|medium|medium-dark skin tone|skin|student|student: medium-dark skin tone|tone
🧑🏿‍🎓	student: dark skin tone	dark|dark skin tone|graduate|skin|student|student: dark skin tone|tone
👨‍🎓	man student	graduate|man|man student|student
👨🏻‍🎓	man student: light skin tone	graduate|light|light skin tone|man|man student: light skin tone|skin|student|tone
👨🏼‍🎓	man student: medium-light skin tone	graduate|light|man|man student: medium-light skin tone|medium|medium-light skin tone|skin|student|tone
👨🏽‍🎓	man student: medium skin tone	graduate|man|man student: medium skin tone|medium|medium skin tone|skin|student|tone
👨🏾‍🎓	man student: medium-dark skin tone	dark|graduate|man|man student: medium-dark skin tone|medium|medium-dark skin tone|skin|student|tone
👨🏿‍🎓	man student: dark skin tone	dark|dark skin tone|graduate|man|man student: dark skin tone|skin|student|tone
👩‍🎓	woman student	graduate|student|woman|woman student
👩🏻‍🎓	woman student: light skin tone	graduate|light|light skin tone|skin|student|tone|woman|woman student: light skin tone
👩🏼‍🎓	woman student: medium-light skin tone	graduate|light|medium|medium-light skin tone|skin|student|tone|woman|woman student: medium-light skin tone
👩🏽‍🎓	woman student: medium skin tone	graduate|medium|medium skin tone|skin|student|tone|woman|woman student: medium skin tone
👩🏾‍🎓	woman student: medium-dark skin tone	dark|graduate|medium|medium-dark skin tone|skin|student|tone|woman|woman student: medium-dark skin tone
👩🏿‍🎓	woman student: dark skin tone	dark|dark skin tone|graduate|skin|student|tone|woman|woman student: dark skin tone
🧑‍🏫	teacher	instructor|lecturer|professor|teacher
🧑🏻‍🏫	teacher: light skin tone	instructor|lecturer|light|light skin tone|professor|skin|teacher|teacher: light skin tone|tone
🧑🏼‍🏫	teacher: medium-light skin tone	instructor|lecturer|light|medium|medium-light skin tone|professor|skin|teacher|teacher: medium-light skin tone|tone
🧑🏽‍🏫	teacher: medium skin tone	instructor|lecturer|medium|medium skin tone|professor|skin|teacher|teacher: medium skin tone|tone
🧑🏾‍🏫	teacher: medium-dark skin tone	dark|instructor|lecturer|medium|medium-dark skin tone|professor|skin|teacher|teacher: medium-dark skin tone|tone
🧑🏿‍🏫	teacher: dark skin tone	dark|dark skin tone|instructor|lecturer|professor|skin|teacher|teacher: dark skin tone|tone
👨‍🏫	man teacher	instructor|lecturer|man|man teacher|professor|teacher
👨🏻‍🏫	man teacher: light skin tone	instructor|lecturer|light|light skin tone|man|man teacher: light skin tone|professor|skin|teacher|tone
👨🏼‍🏫	man teacher: medium-light skin tone	instructor|lecturer|light|man|man teacher: medium-light skin tone|medium|medium-light skin tone|professor|skin|teacher|tone
👨🏽‍🏫	man teacher: medium skin tone	instructor|lecturer|man|man teacher: medium skin tone|medium|medium skin tone|professor|skin|teacher|tone
👨🏾‍🏫	man teacher: medium-dark skin tone	dark|instructor|lecturer|man|man teacher: medium-dark skin tone|medium|medium-dark skin tone|professor|skin|teacher|tone
👨🏿‍🏫	man teacher: dark skin tone	dark|dark skin tone|instructor|lecturer|man|man teacher: dark skin tone|professor|skin|teacher|tone
👩‍🏫	woman teacher	instructor|lecturer|professor|teacher|woman|woman teacher
👩🏻‍🏫	woman teacher: light skin tone	instructor|lecturer|light|light skin tone|professor|skin|teacher|tone|woman|woman teacher: light skin tone
👩🏼‍🏫	woman teacher: medium-light skin tone	instructor|lecturer|light|medium|medium-light skin tone|professor|skin|teacher|tone|woman|woman teacher: medium-light skin tone
👩🏽‍🏫	woman teacher: medium skin tone	instructor|lecturer|medium|medium skin tone|professor|skin|teacher|tone|woman|woman teacher: medium skin tone
👩🏾‍🏫	woman teacher: medium-dark skin tone	dark|instructor|lecturer|medium|medium-dark skin tone|professor|skin|teacher|tone|woman|woman teacher: medium-dark skin tone
👩🏿‍🏫	woman teacher: dark skin tone	dark|dark skin tone|instructor|lecturer|professor|skin|teacher|tone|woman|woman teacher: dark skin tone
🧑‍⚖️	judge	judge
🧑🏻‍⚖️	judge: light skin tone	judge|light|skin|tone
🧑🏼‍⚖️	judge: medium-light skin tone	judge|light|medium|skin|tone
🧑🏽‍⚖️	judge: medium skin tone	judge|medium|skin|tone
🧑🏾‍⚖️	judge: medium-dark skin tone	dark|judge|medium|skin|tone
🧑🏿‍⚖️	judge: dark skin tone	dark|judge|skin|tone
👨‍⚖️	man judge	judge|man
👨🏻‍⚖️	man judge: light skin tone	judge|light|man|skin|tone
👨🏼‍⚖️	man judge: medium-light skin tone	judge|light|man|medium|skin|tone
👨🏽‍⚖️	man judge: medium skin tone	judge|man|medium|skin|tone
👨🏾‍⚖️	man judge: medium-dark skin tone	dark|judge|man|medium|skin|tone
👨🏿‍⚖️	man judge: dark skin tone	dark|judge|man|skin|tone
👩‍⚖️	woman judge	judge|woman
👩🏻‍⚖️	woman judge: light skin tone	judge|light|skin|tone|woman
👩🏼‍⚖️	woman judge: medium-light skin tone	judge|light|medium|skin|tone|woman
👩🏽‍⚖️	woman judge: medium skin tone	judge|medium|skin|tone|woman
👩🏾‍⚖️	woman judge: medium-dark skin tone	dark|judge|medium|skin|tone|woman
👩🏿‍⚖️	woman judge: dark skin tone	dark|judge|skin|tone|woman
🧑‍🌾	farmer	farmer|gardener|rancher
🧑🏻‍🌾	farmer: light skin tone	farmer|farmer: light skin tone|gardener|light|light skin tone|rancher|skin|tone
🧑🏼‍🌾	farmer: medium-light skin tone	farmer|farmer: medium-light skin tone|gardener|light|medium|medium-light skin tone|rancher|skin|tone
🧑🏽‍🌾	farmer: medium skin tone	farmer|farmer: medium skin tone|gardener|medium|medium skin tone|rancher|skin|tone
🧑🏾‍🌾	farmer: medium-dark skin tone	dark|farmer|farmer: medium-dark skin tone|gardener|medium|medium-dark skin tone|rancher|skin|tone
🧑🏿‍🌾	farmer: dark skin tone	dark|dark skin tone|farmer|farmer: dark skin tone|gardener|rancher|skin|tone
👨‍🌾	man farmer	farmer|gardener|man|man farmer|rancher
👨🏻‍🌾	man farmer: light skin tone	farmer|gardener|light|light skin tone|man|man farmer: light skin tone|rancher|skin|tone
👨🏼‍🌾	man farmer: medium-light skin tone	farmer|gardener|light|man|man farmer: medium-light skin tone|medium|medium-light skin tone|rancher|skin|tone
👨🏽‍🌾	man farmer: medium skin tone	farmer|gardener|man|man farmer: medium skin tone|medium|medium skin tone|rancher|skin|tone
👨🏾‍🌾	man farmer: medium-dark skin tone	dark|farmer|gardener|man|man farmer: medium-dark skin tone|medium|medium-dark skin tone|rancher|skin|tone
👨🏿‍🌾	man farmer: dark skin tone	dark|dark skin tone|farmer|gardener|man|man farmer: dark skin tone|rancher|skin|tone
👩‍🌾	woman farmer	farmer|gardener|rancher|woman|woman farmer
👩🏻‍🌾	woman farmer: light skin tone	farmer|gardener|light|light skin tone|rancher|skin|tone|woman|woman farmer: light skin tone
👩🏼‍🌾	woman farmer: medium-light skin tone	farmer|gardener|light|medium|medium-light skin tone|rancher|skin|tone|woman|woman farmer: medium-light skin tone
👩🏽‍🌾	woman farmer: medium skin tone	farmer|gardener|medium|medium skin tone|rancher|skin|tone|woman|woman farmer: medium skin tone
👩🏾‍🌾	woman farmer: medium-dark skin tone	dark|farmer|gardener|medium|medium-dark skin tone|rancher|skin|tone|woman|woman farmer: medium-dark skin tone
👩🏿‍🌾	woman farmer: dark skin tone	dark|dark skin tone|farmer|gardener|rancher|skin|tone|woman|woman farmer: dark skin tone
🧑‍🍳	cook	chef|cook
🧑🏻‍🍳	cook: light skin tone	chef|cook|cook: light skin tone|light|light skin tone|skin|tone
🧑🏼‍🍳	cook: medium-light skin tone	chef|cook|cook: medium-light skin tone|light|medium|medium-light skin tone|skin|tone
🧑🏽‍🍳	cook: medium skin tone	chef|cook|cook: medium skin tone|medium|medium skin tone|skin|tone
🧑🏾‍🍳	cook: medium-dark skin tone	chef|cook|cook: medium-dark skin tone|dark|medium|medium-dark skin tone|skin|tone
🧑🏿‍🍳	cook: dark skin tone	chef|cook|cook: dark skin tone|dark|dark skin tone|skin|tone
👨‍🍳	man cook	chef|cook|man|man cook
👨🏻‍🍳	man cook: light skin tone	chef|cook|light|light skin tone|man|man cook: light skin tone|skin|tone
👨🏼‍🍳	man cook: medium-light skin tone	chef|cook|light|man|man cook: medium-light skin tone|medium|medium-light skin tone|skin|tone
👨🏽‍🍳	man cook: medium skin tone	chef|cook|man|man cook: medium skin tone|medium|medium skin tone|skin|tone
👨🏾‍🍳	man cook: medium-dark skin tone	chef|cook|dark|man|man cook: medium-dark skin tone|medium|medium-dark skin tone|skin|tone
👨🏿‍🍳	man cook: dark skin tone	chef|cook|dark|dark skin tone|man|man cook: dark skin tone|skin|tone
👩‍🍳	woman cook	chef|cook|woman|woman cook
👩🏻‍🍳	woman cook: light skin tone	chef|cook|light|light skin tone|skin|tone|woman|woman cook: light skin tone
👩🏼‍🍳	woman cook: medium-light skin tone	chef|cook|light|medium|medium-light skin tone|skin|tone|woman|woman cook: medium-light skin tone
👩🏽‍🍳	woman cook: medium skin tone	chef|cook|medium|medium skin tone|skin|tone|woman|woman cook: medium skin tone
👩🏾‍🍳	woman cook: medium-dark skin tone	chef|cook|dark|medium|medium-dark skin tone|skin|tone|woman|woman cook: medium-dark skin tone
👩🏿‍🍳	woman cook: dark skin tone	chef|cook|dark|dark skin tone|skin|tone|woman|woman cook: dark skin tone
🧑‍🔧	mechanic	electrician|mechanic|plumber|tradesperson
🧑🏻‍🔧	mechanic: light skin tone	electrician|light|light skin tone|mechanic|mechanic: light skin tone|plumber|skin|tone|tradesperson
🧑🏼‍🔧	mechanic: medium-light skin tone	electrician|light|mechanic|mechanic: medium-light skin tone|medium|medium-light skin tone|plumber|skin|tone|tradesperson
🧑🏽‍🔧	mechanic: medium skin tone	electrician|mechanic|mechanic: medium skin tone|medium|medium skin tone|plumber|skin|tone|tradesperson
🧑🏾‍🔧	mechanic: medium-dark skin tone	dark|electrician|mechanic|mechanic: medium-dark skin tone|medium|medium-dark skin tone|plumber|skin|tone|tradesperson
🧑🏿‍🔧	mechanic: dark skin tone	dark|dark skin tone|electrician|mechanic|mechanic: dark skin tone|plumber|skin|tone|tradesperson
👨‍🔧	man mechanic	electrician|man|man mechanic|mechanic|plumber|tradesperson
👨🏻‍🔧	man mechanic: light skin tone	electrician|light|light skin tone|man|man mechanic: light skin tone|mechanic|plumber|skin|tone|tradesperson
👨🏼‍🔧	man mechanic: medium-light skin tone	electrician|light|man|man mechanic: medium-light skin tone|mechanic|medium|medium-light skin tone|plumber|skin|tone|tradesperson
👨🏽‍🔧	man mechanic: medium skin tone	electrician|man|man mechanic: medium skin tone|mechanic|medium|medium skin tone|plumber|skin|tone|tradesperson
👨🏾‍🔧	man mechanic: medium-dark skin tone	dark|electrician|man|man mechanic: medium-dark skin tone|mechanic|medium|medium-dark skin tone|plumber|skin|tone|tradesperson
👨🏿‍🔧	man mechanic: dark skin tone	dark|dark skin tone|electrician|man|man mechanic: dark skin tone|mechanic|plumber|skin|tone|tradesperson
👩‍🔧	woman mechanic	electrician|mechanic|plumber|tradesperson|woman|woman mechanic
👩🏻‍🔧	woman mechanic: light skin tone	electrician|light|light skin tone|mechanic|plumber|skin|tone|tradesperson|woman|woman mechanic: light skin tone
👩🏼‍🔧	woman mechanic: medium-light skin tone	electrician|light|mechanic|medium|medium-light skin tone|plumber|skin|tone|tradesperson|woman|woman mechanic: medium-light skin tone
👩🏽‍🔧	woman mechanic: medium skin tone	electrician|mechanic|medium|medium skin tone|plumber|skin|tone|tradesperson|woman|woman mechanic: medium skin tone
👩🏾‍🔧	woman mechanic: medium-dark skin tone	dark|electrician|mechanic|medium|medium-dark skin tone|plumber|skin|tone|tradesperson|woman|woman mechanic: medium-dark skin tone
👩🏿‍🔧	woman mechanic: dark skin tone	dark|dark skin tone|electrician|mechanic|plumber|skin|tone|tradesperson|woman|woman mechanic: dark skin tone
🧑‍🏭	factory worker	assembly|factory|factory worker|industrial|worker
